,loss,accuracy,val_loss,val_accuracy
0,1.7153542041778564,0.40626001358032227,1.3102573156356812,0.5404000282287598
1,1.1817221641540527,0.5759400129318237,0.9648050665855408,0.6504999995231628
2,0.9939839839935303,0.6488199830055237,1.285120964050293,0.5687999725341797
3,0.8856720924377441,0.6863800287246704,0.7723239064216614,0.7282999753952026
4,0.8212101459503174,0.714139997959137,0.8380303978919983,0.7116000056266785
5,0.7693157196044922,0.734279990196228,0.6999422311782837,0.7576000094413757
6,0.7220443487167358,0.7518799901008606,0.6404623985290527,0.7731999754905701
7,0.6800222396850586,0.7649800181388855,0.6411202549934387,0.781499981880188
8,0.6531874537467957,0.7730200290679932,0.5753766894340515,0.8004999756813049
9,0.6258719563484192,0.7838199734687805,0.5820582509040833,0.7979000210762024
10,0.6078962683677673,0.790340006351471,0.5607364177703857,0.8058000206947327
11,0.5894196629524231,0.7985799908638,0.5848981738090515,0.7986999750137329
12,0.5598626136779785,0.8084800243377686,0.5364230275154114,0.8205999732017517
13,0.5430771708488464,0.8149399757385254,0.4991840720176697,0.829200029373169
14,0.5316573977470398,0.8183199763298035,0.5578920841217041,0.8169999718666077
15,0.5154786109924316,0.8242599964141846,0.5229599475860596,0.8287000060081482
16,0.5066022276878357,0.8259000182151794,0.6320915818214417,0.791700005531311
17,0.49196094274520874,0.8335999846458435,0.4862973093986511,0.833899974822998
18,0.48235780000686646,0.8335000276565552,0.4963853061199188,0.8363999724388123
19,0.47171640396118164,0.8384199738502502,0.5397427082061768,0.8230000138282776
20,0.46924805641174316,0.8383399844169617,0.4963446855545044,0.8377000093460083
21,0.45070287585258484,0.8454800248146057,0.5023965835571289,0.8323000073432922
22,0.446880966424942,0.8468199968338013,0.4955390989780426,0.8331999778747559
23,0.44065308570861816,0.847819983959198,0.44224950671195984,0.8532000184059143
24,0.4269002079963684,0.8527600169181824,0.48111993074417114,0.8446000218391418
25,0.4181591868400574,0.8570200204849243,0.4627927839756012,0.8481000065803528
26,0.4211360216140747,0.856660008430481,0.48199838399887085,0.8414999842643738
27,0.40585169196128845,0.8611000180244446,0.46155765652656555,0.8481000065803528
28,0.40628743171691895,0.8593800067901611,0.42944931983947754,0.8596000075340271
29,0.40055152773857117,0.862559974193573,0.44026997685432434,0.8568000197410583
30,0.39269116520881653,0.865119993686676,0.45353755354881287,0.854200005531311
31,0.3904639780521393,0.866100013256073,0.5852009057998657,0.8149999976158142
32,0.38594090938568115,0.8666800260543823,0.43589165806770325,0.8587999939918518
33,0.3809947967529297,0.8679400086402893,0.4499256908893585,0.8503000140190125
34,0.37561386823654175,0.8707399964332581,0.43260180950164795,0.8567000031471252
35,0.3683832883834839,0.8725200295448303,0.41564857959747314,0.866599977016449
36,0.36289140582084656,0.8741199970245361,0.42822596430778503,0.8604000210762024
37,0.3581303060054779,0.8753799796104431,0.42452719807624817,0.8626999855041504
38,0.3577083349227905,0.8753200173377991,0.434953510761261,0.8600999712944031
39,0.35615742206573486,0.8782200217247009,0.4309728145599365,0.862500011920929
40,0.35280710458755493,0.8776199817657471,0.4137708842754364,0.8655999898910522
41,0.35238954424858093,0.8790599703788757,0.435743123292923,0.855400025844574
42,0.34400826692581177,0.8812400102615356,0.4378969669342041,0.863099992275238
43,0.3404328227043152,0.8833600282669067,0.46224403381347656,0.8474000096321106
44,0.340421587228775,0.8825799822807312,0.6444143056869507,0.8008999824523926
45,0.33917471766471863,0.8820400238037109,0.43453094363212585,0.8589000105857849
46,0.32890087366104126,0.8861200213432312,0.4366697669029236,0.8610000014305115
47,0.3292844593524933,0.8842399716377258,0.4032360017299652,0.8711000084877014
48,0.32796454429626465,0.8864799737930298,0.40502721071243286,0.8702999949455261
49,0.3210110664367676,0.887939989566803,0.41881537437438965,0.8669000267982483
50,0.3218699097633362,0.8875600099563599,0.435055136680603,0.8629999756813049
51,0.31624099612236023,0.8896999955177307,0.40103575587272644,0.8701000213623047
52,0.3194772005081177,0.8877999782562256,0.3943386375904083,0.8725000023841858
53,0.31818318367004395,0.8891800045967102,0.4157910645008087,0.8669999837875366
54,0.3075486421585083,0.8919199705123901,0.46349257230758667,0.8544999957084656
55,0.31483253836631775,0.8913000226020813,0.4078330397605896,0.8695999979972839
56,0.30193406343460083,0.8950200080871582,0.38901588320732117,0.8738999962806702
57,0.3086588680744171,0.8929200172424316,0.4141782820224762,0.8657000064849854
58,0.3036603629589081,0.8963199853897095,0.4160102903842926,0.8662999868392944
59,0.29756733775138855,0.8965200185775757,0.40798714756965637,0.8715999722480774
